Date,Operating Status,Legal_Name,Physical Address,Mailing Address,Power Units,Drivers
01/09/2020,OUT-OF-SERVICE,A TO B CHICAGO BUS CHARTER LLC,"121 N WOLF RD  PROSPECT HTS, IL   60070","121 N WOLF RD  PROSPECT HTS, IL   60070",2,2
