Date,Operating Status,Legal_Name,Physical Address,Mailing Address,Power Units,Drivers
01/09/2020,AUTHORIZED FOR Passenger,ALL AMERICAN COACHES LLC,"2950 COMMERCE PLACE  MCDONOUGH, GA   30253","2950 COMMERCE PLACE  MCDONOUGH, GA   30253",8,6
